,url,nombre,resumen,especialidad,sector,tamaño_empresa,fundacion,sitio_web,teléfono
10,https://www.linkedin.com/company/novaquality-consulting/,NovaQuality Consulting,"Expertos en analítica y calidad de datos. 

NovaQuality Consulting nació en 2003 con el objetivo de aportar servicios especializados en Machine Learning con una alta exigencia en Gobierno del Dato así como herramientas de Business Intelligence y Customer Relationship Management (CRM). 

NovaQuality se distingue por implantar soluciones tecnológicas entre las que destacan cuadros de mando o sistemas de reporte, modelos predictivos, Customer Intelligence, Data Governance, GDPR, diccionario de datos, MDM (estandarización de los datos), Marketing Automation, Customer Experience (CX), emailing, etc.  

Nuestra propuesta de valor, que nos diferencia del resto, es la alta especialización de nuestros profesionales, los más de 15 años de experiencia y la autoexigencia en la calidad del dato, sumamente necesaria en la gestión del Big Data hoy en día. 

Las soluciones tecnológicas que proponemos se centran, principalmente, en tres áreas: 

- Sistemas de información que ayudan a la toma de decisiones. 
- Herramientas que facilitan la gestión de relaciones con clientes. 
- Integración, tratamiento y mejora de la calidad de datos. 

Somos una consultora tecnológica y la especialización en diversos campos es lo que nos permite ofrecer un servicio 360 de alta calidad.",2003,Servicios de TI y consultoría de TI,51-200 empleados,"Alcobendas, Madrid",http://www.novaquality.es,91 651 97 76
11,https://www.linkedin.com/company/intralinks/,Intralinks,"SS&C Intralinks is a leading financial technology provider for the global banking, dealmaking and capital markets communities.  As pioneers of the virtual data room, our technology enables and secures the flow of information, empowering our customers to work more productively and with complete confidence. 

Intralinks facilitates strategic initiatives such as mergers and acquisitions, capital raising and investor reporting. Our solutions enhance these business-critical processes by streamlining operations, reducing risk, improving client experiences and increasing visibility.
 
Start your next big deal now. Go to: https://www.intralinks.com/products/mergers-acquisitions/virtual-data-room

For a full list of locations visit https://www.intralinks.com/contact/locations
Twitter: @intralinks 
INsights Page: https://www.intralinks.com/insights 
Facebook: https://www.facebook.com/intralinks/
Instagram: @intralinks 
https://www.youtube.com/intralinks","Virtual Data Room, Content Management, Syndicated Lending, Cybersecurity, Corporate Development, Mergers & Acquisitions, Deal Management, Transaction Facilitation, Investor Portals, Due Dilligence, Artificial Intelligence, Deal Sourcing, M&A Lifecycle Collaboration, Protected Data Access, Business Intelligence, Corporate Development, Online Data Room, Computer Software y Venture Capital",Desarrollo de software,1001-5000 empleados,1996,https://www.intralinks.com/,1-212-342-7684
12,https://www.linkedin.com/company/business-&-decision/,Business & Decision,"Business & Decision is an international Information Services Company, specializing, since its creation, in operating and analyzing Data. More information: www.businessdecision.com

Business & Decision deploys the most innovative services and solutions to support businesses in meeting major challenges of creating value to their organizations. Data Intelligence, Big Data, Data Governance, as foundations of Artificial Intelligence and Digital Experience, are the areas of expertise and specialization of the Group.

Business & Decision, a subsidiary of Orange Business Services, employs 2,400 talents, in 10 countries around the world and in 14 cities in France.","Data, Digital, CRM, Digital Transformation, Data Science, Data Visualisation, Gouvernance des données, Intelligence artificielle, Protection des données, Green AI, Data Mesh, Customer experience, Data Intelligence, Data Architecture, Customer Management, Data Cloud y RGPD",1001-5000 empleados,"2924 en LinkedIn
Incluye los miembros que han indicado a Business & Decision como empresa actual (también a los que tienen un puesto a media jornada). También incluye a los empleados de filiales: Business & Decision Life Sciences,Metaphora (Groupe Business & Decision),Hub'Scan y 2 más.",1992,https://businessdecision.com,Unknown
13,https://www.linkedin.com/company/manning-global-gmbh/,Manning Global AG,"Manning Global was founded in 2000 and are award-winning specialists in temporary and permanent staffing, RPO, and Managed Services in IT, ICT, Big Data, AI, Engineering, Software Development and Telecommunications Internationally.  

We cater for all staffing needs in large scale Turnkey Projects, Rollouts and SWAPS globally. Indeed, we were recently awarded Best Collaboration Partner for Huawei España. 

We additionally offer our services in Pharma, Media, Oil & Gas and other industry branches. Currently Manning Global is partnering on Projects with many Global Blue Chip companies and offer a full A-Z service for our Clients and Candidates of all nationalities.

As of today, we have 18 entities based on 5 continents, with our Corporate HQ based in Munich, Germany.

Our multilingual teams are based in Munich (DE), Changzhou (CN), Dallas (US), New Delhi and Bangalore (IN), Timisoara (RO), Zagreb (HR), Madrid (ES), Manila (PH), and many more global destinations. 

If you have staffing needs or are looking for your next career opportunity, please contact our team: info@manningglobal.com.

Also, for interview tips and the latest industry articles - from AI to 5G - please head to Blog.ManningGlobal.com.","Consulting, Human Resources, People Operations, Transformation, Business Support, Recruitment Process Outsourcing, Managed Services, IT Support, Sales and Marketing, System and Network Management, CV Review, Database Management, Registration Support, Purchasing, Business and GAP Analysis, AI and Big Data, 5G, Temporary and Perm Staffing, Visa and translation services y I&C services",501-1000 empleados,"102 en LinkedIn
Incluye los miembros que han indicado a Manning Global AG como empresa actual (también a los que tienen un puesto a media jornada).",2000,http://www.manningglobal.com,Unknown
14,https://www.linkedin.com/company/imperva/,Imperva,"Imperva is the comprehensive digital security leader on a mission to help organizations protect their data and all paths to it. Only Imperva protects all digital experiences, from business logic to APIs, microservices, and the data layer, and from vulnerable, legacy environments to cloud-first organizations. Customers around the world trust Imperva to protect their applications, data, and websites from cyber attacks. With an integrated approach combining edge, application security, and data security, Imperva protects companies ranging from cloud-native start-ups to global multi-nationals with hybrid infrastructure. Imperva Threat Research and our global intelligence community keep Imperva ahead of the threat landscape and seamlessly integrate the latest security, privacy, and compliance expertise into our solutions.","Cyber Security, Data Security, Regulatory and Industry Compliance, Application Security, Enterprise Security, Data Center Security, Database Security, File Security, SharePoint Security, Insider Threat Protection, Ransomware Protection, Hybrid IT, Hybrid Cloud, Cloud Security, DDoS Protection, CDN, API Security y DevSecOps",1001-5000 empleados,"1689 en LinkedIn
Incluye los miembros que han indicado a Imperva como empresa actual (también a los que tienen un puesto a media jornada). También incluye a los empleados de filiales: Imperva (Formerly jSonar) y Imperva (Formerly Distil Networks).",2002,http://www.imperva.com,Unknown
15,https://www.linkedin.com/company/bcg-gamma/,BCG GAMMA,"GAMMA - Part of BCG X: Making AI Real for Business

BCG X is a new home for tech-build and design talent to work with the world’s leading organizations and solve their biggest strategy and technology challenges. The new business unit brings together cutting-edge AI, visionary business ventures, and unique software and products in the most strategic industry applications for clients.

At GAMMA, part of BCG X, we believe that competitive advantage exists at the intersection of data science, technology, people, and deep business expertise. 
To unlock true power, AI must be woven into processes and ways of working and applied where it really matters. Our talents as creators, inventors, and builders unlock the art of the possible by crafting and implementing fully customized, end-to-end, advanced analytic and AI solutions.

We build solutions to radically transform the business performance of the world's most iconic companies in nine to twelve months; unleashing the power of large and complex data sets and fostering a culture of innovation and radical change. Our agile, self-funded, and AI-powered solutions ensure continuous improvement for our clients. We focus on enablement from day one, co-creating solutions while building assets and capabilities.
We think big, start small, and scale fast - constructing end-to-end, fit-for-purpose solutions that our clients own and integrate into their unique technology stack with full transparency into components, services, and code.

We are made of a special alloy, the GAMMA alloy: passionate and inventive top-notch data scientists and technologists with sharp business minds.
It’s business with data science and technology built in—an analytics powerhouse with a business backbone. 
Speed, scale, security. Smart. BCG GAMMA.","Artificial Intelligence, Machine Learning, Data Science, Advanced Data Analytics, deep learning, innovation, digital economy, strategy y Data engineering",1001-5000 empleados,"1018 en LinkedIn
Incluye los miembros que han indicado a BCG GAMMA como empresa actual (también a los que tienen un puesto a media jornada).",2015,https://www.bcg.com/en-nl/beyond-consulting/bcg-gamma/default.aspx,Unknown
16,https://www.linkedin.com/company/deutscheboerse/,Deutsche Börse,"As one of the world’s leading exchange organizations Deutsche Börse Group provides investors, financial institutions and companies access to global capital markets. Our business covers the entire process chain from securities and derivatives trading, clearing, settlement and custody, through to market data and the development and operation of electronic trading systems.

Our reliable systems and our integrity as a neutral provider form the basis of our business philosophy. We operate to the most exacting standards to create products and services to meet the needs of international financial markets. As a listed company we work to create value for our customers and our shareholders.

Privacy policy: https://deutsche-boerse.com/social-media-privacy/  ",Unknown,5001-10.000 empleados,"3440 en LinkedIn
Incluye los miembros que han indicado a Deutsche Börse como empresa actual (también a los que tienen un puesto a media jornada). También incluye a los empleados de filiales: Eurex y Qontigo.",Unknown,http://www.deutsche-boerse.com,Unknown
17,https://www.linkedin.com/company/einzelnet/,EinzelNet,"EinzelNet, compañía líder en Soluciones de TI, nace en 2003 con el objetivo de ofrecer un amplio abanico de servicios especializados de consultoría, integración y explotación de soluciones TIC. La compañía basa su negocio en diversas áreas tecnológicas diferenciadas: Workspace & Mobility, Infrastructure IT , Computing & Cloud, Security Management y Data Processing y se posiciona como compañía versátil adaptada al cliente, ya sea Consultoría, Llave en Mano, Servicios Gestionados, Soluciones As A Service, Outsourcing y EinzelNet Hybrid Cloud Services, con Nube Propia y Extendida, pudiendo entregar en formato pago por uso y con absoluta flexibilidad, el 100% de las soluciones de su portfolio. 

EinzelNet aseguramos máxima fiabilidad y consistencia de las soluciones entregadas, con plataformas tecnológicas basadas en Cisco, NetApp, Nutanix, Citrix, VMware o Microsoft, además de ofrecer un singular conocimiento y especialización de su equipo con los niveles de certificación y partnership profesional más exigentes del mercado. 

Actualmente dispone de una plantilla eminentemente técnica compuesta por más de 150 profesionales que desempeñan cometidos de Jefes de Proyecto, Consultores y Técnicos, cubriendo toda la geografía nacional, con 3 Oficinas Técnicas en: 

Zona Centro (Madrid)
Zona Norte (Pamplona)
Zona Nordeste (Barcelona)

En Einzelnet seguimos en constante crecimiento y te estamos buscando. Buscamos personas que tengan vocación por la consultoria, con altas metas profesionales y perspectivas de crecimiento, para formar parte de forma duradera de nuestro equipo humano.  

Baremos de certificación con ratios “per-cápita” insólitos, que manifiestan  una especialización, conocimiento y   dominio tecnológico inusuales en el sector. 

-Miembro del programa de élite de especialización en virtualización Microsoft (Black Belt) y Citrix (Spear Head).
-Miembro del programa FlexPod, para aceleración de transición a virtualización y cloud (Cisco, NetApp, VMware,  Citrix y Microsoft).
-Miembro del programa DataCenter PowerOn para la transformación del puesto de trabajo mediante virtualización end-to-end (Cisco, NetApp, Microsoft y Citrix).

Única compañía escogida en España dentro del programa Cisco Big Bet, para el desarrollo de la tecnología Cisco UCS.

Certificado de Calidad ISO 9001 y Certificado de Seguridad ISO 27001.","Cisco, Microsoft, NetApp, Citrix, Black Belt de Microsoft, Spear Head de Citrix, VMware, SonicWall y Service Desk",51-200 empleados,"117 en LinkedIn
Incluye los miembros que han indicado a EinzelNet como empresa actual (también a los que tienen un puesto a media jornada).",2003,http://www.einzelnet.com,Unknown
18,https://www.linkedin.com/company/datalogic/,Datalogic,"Datalogic is a global leader in the automatic data capture and process automation markets, specialized in the designing and production of barcode readers, mobile computers, sensors for detection, measurement and safety, RFID vision and laser marking systems. Datalogic solutions help to increase the efficiency and quality of processes in the Retail, Manufacturing, Transportation & Logistics and Healthcare industries, along the entire value chain.
The world's leading players in the four reference industries use Datalogic products, certain of the attention to the customer and of the quality of the products that the Group has been offering since its foundation.

Datalogic can boast 50 years of history, during which it has achieved unique results: more than 1,200 patents in multiple jurisdictions; 7 research centers and development  (in Italy, USA, China and Vietnam); thousands of prestigious partners and customers deployed over five continents. The company has grown constantly over the years, thanks to the dedication with which customer needs have always been at the heart of the quality of its products and to the considerable investments in Research & Development, supported by a management capable of looking to the future.

Today Datalogic Group, headquartered in Bologna (Italy), has approximately 2,900 employees worldwide, distributed in 27 countries, with 9 manufacturing and repair facilities in the USA, Hungary, Slovakia, Italy, China, Vietnam and Australia. 

Datalogic S.p.A. is listed in the STAR segment of the Italian Stock Exchange since 2001 as DAL.MI.
Want to work with us? Visit our careers page for current openings!",1972,"Fabricación de electrodomésticos, equipamiento eléctrico y electrónica",1001-5000 empleados,"Lippo di Calderara di Reno, Bologna",http://www.datalogic.com,+390516765611
19,https://www.linkedin.com/company/raona/,Raona,"En Raona somos una consultora internacional, con más de 20 años de experiencia, posicionada en el desarrollo de soluciones en nuevas tecnologías Microsoft, empresa de la cuál somos Partners, y líder en Digital WorkPlace (Coding Corporate Cultures). Nuestro equipo se caracteriza por ser joven y creativo, y está formado por más de 150 consultores y desarrolladores expertos que colaboran con clientes líderes en todos los sectores empresariales y se distribuyen entre las distintas oficinas de  Barcelona, Madrid, Andorra y Argentina.

Entre nuestras soluciones más destacadas encontramos Intranets/soluciones corporativas en O365, Custom Development, Modern Apps, Cloud Integration, Mobility, Power Platform, IA, Data, CRM, etc. Como líderes en el sector, hemos recibido numerosos premios por el desarrollo de soluciones junto a nuestros clientes; Best Social Strategy, Best Intranet Solution en la European SharePoint Conference, 3 Best Intranet Design en los Intra.Net Awards Europe. 

Dentro de nuestra cartera de clientes, destacan algunas de las siguientes empresas: Naturgy, Ferrovial, Almirall, Linde, YPF, SEAT, Sanitas, Catalana Occidente, Firmenich, Microsoft, Claro, PlusPetrol, Grupo Ferrer, Esade, Uriach, Abertis, Enagas, Mutua Universal, Repsol, TMB, Noel, etc. Junto a ellos, lidera las tendencias en Digital WorkPlace con soluciones de alto valor de negocio, aportando siempre innovación, calidad y retorno.",Unknown,201-500 empleados,"238 en LinkedIn
Incluye los miembros que han indicado a Raona como empresa actual (también a los que tienen un puesto a media jornada).","Social Intranet, SharePoint, Workflows, Touch & Mobility, User Experience, Web Portals, Productivity & Collaboration, Custom Corporate .NET Software Development, Cloud Integration, Business Intelligence, Architecture & Systems, Modern Apps, Custom Development, DigitalWorkplace, M365, LMS365, Power Platform, Microsoft365, Intranet y Intranet Solution",http://www.raona.com,Unknown
20,https://www.linkedin.com/company/viseo/,VISEO,"VISEO utilise la technologie comme un puissant levier de transformation et d’innovation pour aider ses clients à tirer parti des opportunités du numérique, adresser les nouveaux usages et affronter la concurrence d’acteurs qui changent les règles du jeu.

Avec 2 500 collaborateurs intervenant sur 5 continents, VISEO concilie agilité et complémentarité de ses savoir-faire - design de nouveaux produits et services, digitalisation des processus métier, valorisation des données, développement des actifs digitaux - pour faire du numérique un réel levier de compétitivité et de performance.","IT, Conseil, Digital, Digital Transformation, Agile, Business intelligence, Data, ERP, E-commerce, Data science, Chatbot, SAP, Salesforce, Microsoft y CRM",1001-5000 empleados,"2032 en LinkedIn
Incluye los miembros que han indicado a VISEO como empresa actual (también a los que tienen un puesto a media jornada). También incluye a los empleados de la filial VISEO ASIA.",1999,http://www.viseo.com,Unknown
